"","RefNum","agerange","age","job","marital","education","balance","housing","loan","month","date","duration","deposit","lead","product","qualified","contacted","won","loanvalue","NPS"
"410",10023876,"41-60",46,"blue-collar","married","secondary",1660,"yes","yes","february",2018-02-01,259,236.99,0,"no product",0,0,0,7854,7
"411",10023877,"31-40",32,"services","single","secondary",406,"yes","no","march",2018-03-01,227,88.21,0,"no product",0,0,0,8954,7
"412",10023878,"41-60",51,"blue-collar","married","primary",230,"yes","yes","april",2018-04-01,673,52.68,0,"no product",0,0,0,3678,7
"413",10023879,"31-40",39,"admin.","single","secondary",-25,"yes","no","may",2018-05-01,576,49.14,0,"no product",0,0,0,4853,7
"414",10023880,"41-60",48,"admin.","married","secondary",182,"yes","yes","june",2018-06-01,180,133.15,0,"no product",0,0,0,8675,7
"415",10023881,"31-40",36,"entrepreneur","married","tertiary",1169,"yes","yes","july",2018-07-01,168,80.79,0,"no product",0,0,0,9764,7
"416",10023882,"31-40",34,"admin.","divorced","secondary",67,"yes","no","august",2018-08-01,90,20.73,0,"no product",0,0,0,2457,7
"417",10023883,"31-40",40,"technician","married","secondary",77,"no","no","september",2018-09-01,505,52.94,0,"no product",0,0,0,3678,7
"418",10023884,"41-60",43,"unemployed","married","secondary",0,"yes","yes","october",2018-10-01,245,25.25,0,"no product",0,0,0,9765,7
"419",10023885,"41-60",52,"blue-collar","divorced","primary",55,"yes","no","november",2018-11-01,186,18.17,0,"no product",0,0,0,7543,7
"420",10023886,"31-40",33,"technician","married","secondary",72,"yes","no","december",2018-12-01,623,31.27,0,"no product",0,0,0,6895,7
"421",10023887,"41-60",49,"management","single","tertiary",163,"yes","yes","january",2018-01-01,496,45.29,0,"no product",0,0,0,7632,7
"422",10023888,"31-40",32,"management","single","tertiary",151,"yes","no","february",2018-02-01,118,37.71,0,"no product",0,0,0,9753,7
"423",10023889,"31-40",39,"admin.","single","secondary",113,"yes","no","march",2018-03-01,342,49.14,0,"no product",0,0,0,6895,7
"424",10023890,"31-40",40,"blue-collar","married","secondary",0,"yes","no","april",2018-04-01,225,52.68,0,"no product",0,0,0,7632,7
"425",10023891,"31-40",38,"technician","single","tertiary",9,"yes","no","may",2018-05-01,185,16.77,0,"no product",0,0,0,9753,7
"426",10023892,"41-60",43,"management","married","secondary",375,"yes","yes","june",2018-06-01,196,188.91,0,"no product",0,0,0,6530,7
"427",10023893,"31-40",39,"services","married","secondary",1142,"yes","no","july",2018-07-01,276,388.683437366575,0,"no product",0,0,0,6530,7
"428",10023894,"41-60",54,"blue-collar","married","primary",2102,"yes","yes","august",2018-08-01,76,388.683437366575,0,"no product",0,0,0,6530,7
"429",10023895,"31-40",38,"technician","single","tertiary",4325,"yes","no","september",2018-09-01,87,279.66,0,"no product",0,0,0,6530,7
"430",10023896,"31-40",40,"blue-collar","married","secondary",217,"yes","no","october",2018-10-01,195,48.67,0,"no product",0,0,0,6530,7
"431",10023897,"41-60",55,"admin.","married","secondary",131,"yes","yes","november",2018-11-01,744,135.43,0,"no product",0,0,0,6530,7
"432",10023898,"41-60",42,"management","married","tertiary",1680,"yes","yes","december",2018-12-01,765,59.545,0,"no product",0,0,0,6530,7
"433",10023899,"31-40",39,"blue-collar","married","secondary",0,"yes","no","january",2018-01-01,262,52.68,0,"no product",0,0,0,6530,7
"434",10023900,"31-40",40,"blue-collar","married","primary",46,"yes","no","february",2018-02-01,119,35.02,0,"no product",0,0,0,6530,7
"435",10023901,"31-40",32,"blue-collar","married","secondary",320,"yes","no","march",2018-03-01,198,69.86,0,"no product",0,0,0,6530,7
"436",10023902,"41-60",55,"admin.","married","secondary",183,"yes","yes","april",2018-04-01,150,24.39,0,"no product",0,0,0,6530,7
"437",10023903,"41-60",45,"blue-collar","married","secondary",39,"no","yes","may",2018-05-01,241,42.66,0,"no product",0,0,0,6530,7
"438",10023904,"31-40",35,"management","single","tertiary",560,"yes","no","june",2018-06-01,181,147.94,0,"no product",0,0,0,6530,7
"439",10023905,"41-60",58,"technician","divorced","secondary",469,"no","no","july",2018-07-01,196,143.92,0,"no product",0,0,0,6530,7
"440",10023906,"31-40",35,"admin.","married","secondary",530,"yes","no","august",2018-08-01,149,51.91,0,"no product",0,0,0,6530,7
"441",10023907,"41-60",49,"services","married","primary",61,"yes","yes","september",2018-09-01,246,35.07,0,"no product",0,0,0,6530,7
"442",10023908,"31-40",34,"technician","single","tertiary",242,"yes","no","october",2018-10-01,112,52.94,0,"no product",0,0,0,6530,7
"443",10023909,"31-40",36,"blue-collar","married","secondary",139,"yes","no","november",2018-11-01,309,52.68,0,"no product",0,0,0,6530,7
"444",10023910,"18-30",24,"self-employed","single","secondary",0,"yes","no","december",2018-12-01,278,23.035,0,"no product",0,0,0,6530,7
"445",10023911,"31-40",34,"technician","married","secondary",367,"yes","no","january",2018-01-01,140,83.5,0,"no product",0,0,0,6530,7
"446",10023912,"41-60",51,"admin.","divorced","secondary",228,"yes","no","february",2018-02-01,136,388.683437366575,0,"no product",0,0,0,6530,7
"447",10023913,"31-40",39,"technician","single","unknown",45248,"yes","no","march",2018-03-01,1623,52.94,0,"no product",0,0,0,6530,7
"448",10023914,"41-60",50,"self-employed","married","unknown",-84,"yes","yes","april",2018-04-01,101,23.035,0,"no product",0,0,0,6530,7
"449",10023915,"31-40",32,"services","single","secondary",310,"yes","no","may",2018-05-01,144,58.4,0,"no product",0,0,0,6530,7
"450",10023916,"41-60",42,"blue-collar","married","unknown",132,"yes","yes","june",2018-06-01,238,93.63,0,"no product",0,0,0,6530,7
"451",10023917,"41-60",50,"technician","married","secondary",797,"yes","yes","july",2018-07-01,354,68.67,0,"no product",0,0,0,6530,7
"452",10023918,"31-40",40,"services","married","secondary",71,"no","no","august",2018-08-01,79,3.44,0,"no product",0,0,0,6530,7
"453",10023919,"41-60",46,"management","divorced","unknown",2,"yes","no","september",2018-09-01,187,6.2,0,"no product",0,0,0,6530,7
"454",10023920,"31-40",37,"management","married","tertiary",231,"yes","yes","october",2018-10-01,451,72.09,0,"no product",0,0,0,6530,7
"455",10023921,"31-40",34,"blue-collar","married","secondary",270,"yes","no","november",2018-11-01,159,78.52,0,"no product",0,0,0,6530,7
"456",10023922,"41-60",44,"blue-collar","married","secondary",274,"yes","yes","december",2018-12-01,409,52.68,0,"no product",0,0,0,6530,7
"457",10023923,"31-40",40,"admin.","single","secondary",-109,"yes","no","january",2018-01-01,170,49.14,0,"no product",0,0,0,6530,7
"458",10023924,"31-40",37,"technician","married","secondary",1,"yes","no","february",2018-02-01,608,52.94,0,"no product",0,0,0,6530,7
"459",10023925,"31-40",33,"blue-collar","single","secondary",-60,"no","no","march",2018-03-01,243,52.68,0,"no product",0,0,0,6530,7
"460",10023926,"31-40",35,"blue-collar","married","secondary",89,"yes","no","april",2018-04-01,145,52.68,0,"no product",0,0,0,6530,7
"461",10023927,"41-60",58,"blue-collar","divorced","secondary",-11,"no","no","may",2018-05-01,112,52.68,0,"no product",0,0,0,6530,7
"462",10023928,"31-40",39,"blue-collar","married","primary",0,"yes","no","june",2018-06-01,262,52.68,0,"no product",0,0,0,6530,7
"463",10023929,"41-60",43,"blue-collar","married","secondary",-509,"yes","yes","july",2018-07-01,124,52.68,0,"no product",0,0,0,6530,7
"464",10023930,"31-40",39,"unemployed","married","primary",408,"yes","no","august",2018-08-01,53,44.41,0,"no product",0,0,0,6530,7
"465",10023931,"31-40",36,"services","single","primary",58,"yes","no","september",2018-09-01,134,89.03,0,"no product",0,0,0,6530,7
"466",10023932,"41-60",57,"retired","single","secondary",1640,"no","no","october",2018-10-01,204,52.28,0,"no product",0,0,0,6530,7
"467",10023933,"31-40",36,"admin.","single","secondary",20,"yes","no","november",2018-11-01,186,10.88,0,"no product",0,0,0,6530,7
"468",10023934,"41-60",50,"blue-collar","married","primary",71,"yes","yes","december",2018-12-01,678,17.54,0,"no product",0,0,0,6530,7
"469",10023935,"41-60",55,"blue-collar","married","secondary",52,"yes","yes","january",2018-01-01,182,35.57,0,"no product",0,0,0,6530,7
"470",10023936,"41-60",44,"self-employed","married","tertiary",292,"yes","yes","february",2018-02-01,162,101.57,0,"no product",0,0,0,6530,7
"471",10023937,"41-60",44,"services","divorced","secondary",424,"yes","no","march",2018-03-01,27,62.06,0,"no product",0,0,0,6530,7
"472",10023938,"31-40",39,"housemaid","single","primary",109,"yes","no","april",2018-04-01,699,97.38,0,"no product",0,0,0,6530,7
"473",10023939,"41-60",46,"blue-collar","married","unknown",1044,"yes","yes","may",2018-05-01,43,292.44,0,"no product",0,0,0,6530,7
"474",10023940,"31-40",39,"blue-collar","married","secondary",983,"yes","no","june",2018-06-01,97,266.81,0,"no product",0,0,0,6530,7
"475",10023941,"31-40",34,"admin.","married","secondary",869,"no","no","july",2018-07-01,1677,219.94,0,"no product",0,0,0,6530,7
"476",10023942,"31-40",40,"blue-collar","married","primary",668,"yes","no","august",2018-08-01,283,231.65,0,"no product",0,0,0,6530,7
"477",10023943,"41-60",50,"management","married","tertiary",964,"yes","yes","september",2018-09-01,323,155.5,0,"no product",0,0,0,6530,7
"478",10023944,"31-40",31,"management","single","secondary",301,"yes","no","october",2018-10-01,82,59.26,0,"no product",0,0,0,6530,7
"479",10023945,"31-40",37,"admin.","single","secondary",140,"yes","no","november",2018-11-01,310,147.98,0,"no product",0,0,0,6530,7
"480",10023946,"31-40",39,"management","single","secondary",1877,"yes","no","december",2018-12-01,185,388.683437366575,0,"no product",0,0,0,6530,7
"481",10023947,"41-60",51,"blue-collar","married","primary",1127,"yes","yes","january",2018-01-01,47,286.01,0,"no product",0,0,0,6530,7
"482",10023948,"41-60",41,"technician","married","secondary",871,"yes","yes","february",2018-02-01,145,235.95,0,"no product",0,0,0,6530,7
"483",10023949,"41-60",41,"technician","married","secondary",767,"yes","yes","march",2018-03-01,204,52.94,0,"no product",0,0,0,6530,7
"484",10023950,"41-60",43,"blue-collar","married","secondary",0,"no","yes","april",2018-04-01,187,52.68,0,"no product",0,0,0,6530,7
"485",10023951,"18-30",30,"services","single","secondary",209,"yes","no","may",2018-05-01,30,58.46,0,"no product",0,0,0,6530,7
"486",10023952,"41-60",54,"management","divorced","primary",0,"no","no","june",2018-06-01,472,59.545,0,"no product",0,0,0,6530,7
"487",10023953,"41-60",43,"blue-collar","divorced","secondary",110,"yes","no","july",2018-07-01,448,52.68,0,"no product",0,0,0,6530,7
"488",10023954,"41-60",59,"management","divorced","tertiary",-76,"yes","yes","august",2018-08-01,264,59.545,0,"no product",0,0,0,6530,7
"489",10023955,"41-60",47,"technician","married","unknown",178,"yes","yes","september",2018-09-01,169,52.94,0,"no product",0,0,0,6530,7
"490",10023956,"31-40",40,"blue-collar","married","primary",-66,"yes","no","october",2018-10-01,288,52.68,0,"no product",0,0,0,6530,7
"491",10023957,"31-40",32,"technician","married","secondary",0,"yes","no","november",2018-11-01,176,52.94,0,"no product",0,0,0,6530,7
"492",10023958,"18-30",29,"blue-collar","married","secondary",1,"yes","no","december",2018-12-01,215,52.68,0,"no product",0,0,0,6530,7
"493",10023959,"31-40",36,"blue-collar","married","secondary",0,"yes","no","january",2018-01-01,337,52.68,0,"no product",0,0,0,6530,7
"494",10023960,"41-60",55,"unemployed","married","tertiary",5345,"no","yes","february",2018-02-01,278,25.25,0,"no product",0,0,0,6530,7
"495",10023961,"18-30",30,"blue-collar","divorced","secondary",-209,"yes","no","march",2018-03-01,188,52.68,0,"no product",0,0,0,6530,7
"496",10023962,"31-40",39,"admin.","single","secondary",0,"yes","no","april",2018-04-01,174,49.14,0,"no product",0,0,0,6530,7
"497",10023963,"31-40",39,"blue-collar","divorced","secondary",42,"yes","no","may",2018-05-01,226,11.98,0,"no product",0,0,0,6530,7
"498",10023964,"41-60",50,"blue-collar","divorced","secondary",41,"yes","no","june",2018-06-01,190,52.68,0,"no product",0,0,0,6530,7
"499",10023965,"41-60",44,"blue-collar","married","secondary",-99,"yes","yes","july",2018-07-01,111,52.68,0,"no product",0,0,0,6530,7
"500",10023966,"31-40",37,"technician","single","secondary",17,"yes","no","august",2018-08-01,164,19.77,0,"no product",0,0,0,6530,7
"501",10023967,"41-60",46,"admin.","married","primary",276,"yes","yes","september",2018-09-01,157,49.14,0,"no product",0,0,0,6530,7
"502",10023968,"31-40",32,"technician","single","unknown",-170,"no","no","october",2018-10-01,46,52.94,0,"no product",0,0,0,6530,7
"503",10023969,"31-40",37,"management","single","tertiary",230,"yes","no","november",2018-11-01,374,13.13,0,"no product",0,0,0,6530,7
"504",10023970,"18-30",29,"blue-collar","married","secondary",9,"yes","no","december",2018-12-01,349,26.64,0,"no product",0,0,0,6530,7
"505",10023971,"41-60",41,"blue-collar","married","secondary",946,"yes","yes","january",2018-01-01,325,319.76,0,"no product",0,0,0,6530,7
"506",10023972,"41-60",45,"blue-collar","married","primary",1297,"yes","yes","february",2018-02-01,233,52.68,0,"no product",0,0,0,6530,7
"507",10023973,"41-60",57,"retired","divorced","secondary",-331,"yes","no","march",2018-03-01,531,57.32,0,"no product",0,0,0,6530,7
"508",10023974,"41-60",48,"blue-collar","single","secondary",44,"yes","no","april",2018-04-01,153,7.42,0,"no product",0,0,0,6530,7
"509",10023975,"41-60",60,"retired","married","secondary",15,"no","yes","may",2018-05-01,80,29.83,0,"no product",0,0,0,6530,7
"510",10023976,"18-30",26,"admin.","single","secondary",712,"yes","no","june",2018-06-01,232,388.683437366575,0,"no product",0,0,0,6530,7
"511",10023977,"41-60",58,"retired","married","secondary",5435,"yes","yes","july",2018-07-01,118,388.683437366575,0,"no product",0,0,0,6530,7
"512",10023978,"31-40",34,"admin.","married","secondary",507,"yes","no","august",2018-08-01,190,127.87,0,"no product",0,0,0,6530,7
"513",10023979,"41-60",55,"unemployed","divorced","secondary",387,"yes","no","september",2018-09-01,918,25.25,0,"no product",0,0,0,6530,7
"514",10023980,"41-60",41,"blue-collar","married","primary",0,"yes","yes","october",2018-10-01,238,52.68,0,"no product",0,0,0,6530,7
"515",10023981,"41-60",50,"management","divorced","secondary",1716,"yes","no","november",2018-11-01,82,154.53,0,"no product",0,0,0,6530,7
"516",10023982,"41-60",49,"entrepreneur","married","secondary",167,"yes","yes","december",2018-12-01,198,23.59,0,"no product",0,0,0,6530,7
"517",10023983,"41-60",44,"admin.","married","unknown",40,"no","yes","january",2018-01-01,160,22.21,0,"no product",0,0,0,6530,7
"518",10023984,"41-60",44,"blue-collar","married","primary",148,"yes","yes","february",2018-02-01,211,14.48,0,"no product",0,0,0,6530,7
"519",10023985,"31-40",31,"technician","married","secondary",17,"yes","no","march",2018-03-01,120,37.85,0,"no product",0,0,0,6530,7
"520",10023986,"31-40",34,"blue-collar","single","tertiary",1011,"yes","no","april",2018-04-01,136,358.68,0,"no product",0,0,0,6530,7
"521",10023987,"41-60",46,"management","single","unknown",1527,"yes","no","may",2018-05-01,269,307.69,0,"no product",0,0,0,6530,7
"522",10023988,"41-60",42,"management","married","tertiary",744,"no","yes","june",2018-06-01,157,173.23,0,"no product",0,0,0,6530,7
"523",10023989,"41-60",52,"admin.","married","secondary",484,"yes","yes","july",2018-07-01,128,49.14,0,"no product",0,0,0,6530,7
"524",10023990,"18-30",29,"management","single","tertiary",0,"yes","no","august",2018-08-01,211,59.545,0,"no product",0,0,0,6530,7
"525",10023991,"41-60",53,"retired","married","primary",136,"yes","yes","september",2018-09-01,267,123,0,"no product",0,0,0,6530,7
"526",10023992,"41-60",43,"blue-collar","married","secondary",1335,"yes","yes","october",2018-10-01,371,239.83,0,"no product",0,0,0,6530,7
"527",10023993,"31-40",38,"management","married","secondary",517,"yes","no","november",2018-11-01,288,140.62,0,"no product",0,0,0,6530,7
"528",10023994,"41-60",46,"management","married","tertiary",459,"yes","yes","december",2018-12-01,221,144.91,0,"no product",0,0,0,6530,7
"529",10023995,"41-60",48,"management","divorced","unknown",549,"yes","no","january",2018-01-01,427,61.62,0,"no product",0,0,0,6530,7
"530",10023996,"18-30",30,"admin.","divorced","secondary",83,"yes","no","february",2018-02-01,310,38.38,0,"no product",0,0,0,6530,7
"531",10023997,"41-60",44,"blue-collar","married","primary",213,"no","yes","march",2018-03-01,158,60.03,0,"no product",0,0,0,6530,7
"532",10023998,"31-40",31,"housemaid","married","primary",203,"yes","no","april",2018-04-01,604,93.61,0,"no product",0,0,0,6530,7
"533",10023999,"41-60",42,"services","single","secondary",518,"yes","no","may",2018-05-01,198,388.683437366575,0,"no product",0,0,0,6530,7
"534",10024000,"31-40",40,"management","single","tertiary",3877,"yes","no","june",2018-06-01,145,388.683437366575,0,"no product",0,0,0,6530,7
"535",10024001,"41-60",52,"admin.","married","secondary",1236,"yes","yes","july",2018-07-01,247,279.05,0,"no product",0,0,0,6530,7
"536",10024002,"41-60",45,"blue-collar","divorced","secondary",756,"yes","no","august",2018-08-01,179,99.45,0,"no product",0,0,0,6530,7
"537",10024003,"41-60",48,"blue-collar","married","secondary",157,"yes","yes","september",2018-09-01,73,52.68,0,"no product",0,0,0,6530,7
"538",10024004,"41-60",45,"blue-collar","married","primary",-66,"yes","yes","october",2018-10-01,263,52.68,0,"no product",0,0,0,6530,7
"539",10024005,"31-40",34,"blue-collar","married","unknown",245,"yes","no","november",2018-11-01,13,52.68,1,"mortgage",1,1,1,4853,10
"540",10024006,"31-40",34,"blue-collar","married","primary",-144,"yes","no","december",2018-12-01,79,52.68,1,"mortgage",1,1,1,8675,10
"541",10024007,"41-60",46,"blue-collar","married","secondary",71,"yes","yes","january",2018-01-01,416,54.66,1,"mortgage",1,1,1,9764,10
"542",10024008,"41-60",49,"services","divorced","secondary",505,"yes","no","february",2018-02-01,162,102.37,1,"mortgage",1,1,1,2457,10
"543",10024009,"41-60",50,"technician","married","primary",249,"yes","yes","march",2018-03-01,129,52.94,1,"mortgage",1,1,1,3678,10
"544",10024010,"31-40",34,"admin.","single","secondary",0,"yes","no","april",2018-04-01,150,49.14,1,"mortgage",1,1,1,9765,10
"545",10024011,"31-40",40,"unemployed","single","secondary",11,"yes","no","may",2018-05-01,43,24.2,1,"mortgage",1,1,1,7543,10
"546",10024012,"31-40",36,"admin.","married","secondary",639,"yes","no","june",2018-06-01,191,81.26,1,"unsecured ",1,1,1,6689,10
"547",10024013,"41-60",59,"blue-collar","divorced","unknown",124,"yes","no","july",2018-07-01,26,29.11,1,"unsecured ",1,1,1,4376,10
"548",10024014,"41-60",45,"blue-collar","married","secondary",82,"yes","yes","august",2018-08-01,250,27.04,1,"unsecured ",1,1,1,6895,10
"549",10024015,"31-40",36,"self-employed","married","tertiary",107,"yes","yes","september",2018-09-01,146,64.94,1,"unsecured ",1,1,1,7632,10
"550",10024016,"41-60",56,"services","married","secondary",473,"yes","yes","october",2018-10-01,416,121.09,1,"unsecured ",1,1,1,9753,9
"551",10024017,"41-60",42,"services","divorced","secondary",372,"yes","no","november",2018-11-01,121,37.76,1,"unsecured ",1,1,1,2257,9
"552",10024018,"18-30",30,"admin.","married","secondary",46,"yes","no","december",2018-12-01,114,11.42,1,"unsecured ",1,1,1,6895,9
"553",10024019,"18-30",30,"student","single","tertiary",34,"yes","no","january",2018-01-01,289,51.47,1,"unsecured ",1,1,1,6895,9
"554",10024020,"41-60",47,"self-employed","married","unknown",935,"yes","yes","february",2018-02-01,225,23.035,1,"unsecured ",1,1,1,7632,9
"555",10024021,"31-40",33,"blue-collar","married","secondary",-10,"yes","no","march",2018-03-01,123,52.68,1,"unsecured ",1,1,1,6895,9
"556",10024022,"31-40",36,"admin.","married","secondary",-106,"yes","no","april",2018-04-01,130,49.14,1,"unsecured ",1,1,1,7632,9
"557",10024023,"31-40",39,"services","divorced","primary",471,"yes","no","may",2018-05-01,161,174.75,1,"unsecured ",1,1,1,9753,9
"558",10024024,"41-60",56,"admin.","divorced","secondary",778,"yes","no","june",2018-06-01,149,104.98,1,"unsecured ",1,1,1,8675,9
"559",10024025,"31-40",39,"blue-collar","divorced","unknown",170,"yes","no","july",2018-07-01,268,66.8,1,"unsecured ",1,1,1,9764,9
"560",10024026,"41-60",42,"technician","married","secondary",315,"yes","yes","august",2018-08-01,259,288.24,1,"mortgage",1,1,1,2457,9
"561",10024027,"41-60",52,"blue-collar","married","secondary",3165,"no","yes","september",2018-09-01,26,185.88,1,"mortgage",1,1,1,3678,9
"562",10024028,"31-40",36,"admin.","divorced","secondary",131,"yes","no","october",2018-10-01,153,47.19,1,"mortgage",1,1,1,9765,9
"563",10024029,"31-40",35,"entrepreneur","married","secondary",204,"yes","no","november",2018-11-01,424,37.56,1,"mortgage",1,1,1,6895,9
"564",10024030,"41-60",47,"technician","married","secondary",83,"yes","yes","december",2018-12-01,179,52.94,1,"mortgage",1,1,1,7632,9
"565",10024031,"41-60",59,"services","divorced","secondary",0,"yes","no","january",2018-01-01,97,58.46,1,"mortgage",1,1,1,9753,9
"566",10024032,"41-60",57,"blue-collar","married","primary",5431,"yes","yes","february",2018-02-01,383,388.683437366575,1,"mortgage",1,1,1,2257,9
"567",10024033,"31-40",38,"management","married","unknown",1759,"yes","no","march",2018-03-01,440,59.545,1,"mortgage",1,1,1,12353,9
"568",10024034,"41-60",46,"unemployed","married","secondary",-125,"yes","yes","april",2018-04-01,23,25.25,1,"mortgage",1,1,1,6895,9
"569",10024035,"31-40",34,"blue-collar","married","secondary",0,"no","no","may",2018-05-01,195,52.68,1,"mortgage",1,1,1,7632,9
"570",10024036,"18-30",28,"services","single","secondary",5090,"yes","no","june",2018-06-01,1297,388.683437366575,1,"mortgage",1,1,1,9753,9
"571",10024037,"31-40",38,"technician","married","unknown",573,"yes","no","july",2018-07-01,87,276.58,1,"mortgage",1,1,1,2257,9
"572",10024038,"41-60",56,"blue-collar","married","secondary",1602,"yes","yes","august",2018-08-01,427,52.68,1,"mortgage",1,1,1,12353,9
"573",10024039,"41-60",41,"blue-collar","single","primary",-137,"yes","no","september",2018-09-01,189,52.68,1,"mortgage",1,1,1,2356,9
"574",10024040,"41-60",52,"technician","married","unknown",0,"no","yes","october",2018-10-01,195,52.94,1,"auto ",1,1,1,7654,9
"575",10024041,"41-60",54,"services","married","secondary",193,"no","yes","november",2018-11-01,179,56,1,"auto ",1,1,1,7854,9
"576",10024042,"over 60",61,"retired","married","secondary",195,"yes","yes","december",2018-12-01,179,68.41,1,"auto ",1,1,1,6895,9
"577",10024043,"41-60",53,"entrepreneur","married","secondary",288,"no","yes","january",2018-01-01,69,21.35,1,"auto ",1,1,1,7632,9
"578",10024044,"41-60",47,"technician","married","secondary",19,"yes","yes","february",2018-02-01,105,6.29,1,"auto ",1,1,1,9753,9
"579",10024045,"41-60",53,"blue-collar","married","primary",25,"yes","yes","march",2018-03-01,266,21.21,1,"auto ",1,1,1,2257,9
"580",10024046,"41-60",46,"services","married","secondary",216,"yes","yes","april",2018-04-01,524,58.48,1,"auto ",1,1,1,12353,9
"581",10024047,"31-40",39,"blue-collar","divorced","primary",190,"yes","no","may",2018-05-01,96,39.59,1,"auto ",1,1,1,2356,9
"582",10024048,"41-60",56,"technician","divorced","secondary",99,"yes","no","june",2018-06-01,155,137.69,1,"auto ",1,1,1,7654,9
"583",10024049,"41-60",55,"services","divorced","primary",2298,"yes","no","july",2018-07-01,162,57.06,1,"auto ",1,1,1,7854,9
"584",10024050,"41-60",44,"management","married","tertiary",17,"yes","yes","august",2018-08-01,352,59.545,1,"auto ",1,1,1,8954,9
"585",10024051,"31-40",37,"technician","married","primary",0,"yes","no","september",2018-09-01,76,52.94,1,"auto ",1,1,1,3678,9
"586",10024052,"31-40",35,"blue-collar","married","primary",0,"yes","no","october",2018-10-01,154,52.68,1,"auto ",1,1,1,4853,9
"587",10024053,"41-60",55,"blue-collar","married","secondary",840,"yes","yes","november",2018-11-01,310,158.3,1,"auto ",1,1,1,8675,9
"588",10024054,"31-40",37,"services","married","secondary",358,"yes","no","december",2018-12-01,390,58.46,1,"auto ",1,1,1,9764,9
"589",10024055,"18-30",30,"technician","single","secondary",0,"yes","no","january",2018-01-01,369,52.94,1,"mortgage",1,1,1,2457,9
"590",10024056,"31-40",37,"blue-collar","married","primary",-325,"yes","no","february",2018-02-01,112,52.68,1,"mortgage",1,1,1,3678,9
"591",10024057,"31-40",36,"technician","single","secondary",-15,"yes","no","march",2018-03-01,341,52.94,1,"mortgage",1,1,1,9765,9
"592",10024058,"31-40",38,"technician","married","secondary",581,"yes","no","april",2018-04-01,79,388.683437366575,1,"mortgage",1,1,1,7543,9
"593",10024059,"41-60",41,"admin.","divorced","primary",4070,"yes","no","may",2018-05-01,140,158.42,1,"mortgage",1,1,1,6895,9
"594",10024060,"41-60",48,"retired","married","secondary",74,"no","yes","june",2018-06-01,315,29.49,1,"mortgage",1,1,1,7632,9
"595",10024061,"41-60",55,"services","divorced","secondary",141,"yes","no","july",2018-07-01,262,32.34,1,"mortgage",1,1,1,9753,9
"596",10024062,"18-30",28,"services","divorced","secondary",89,"no","no","august",2018-08-01,174,58.46,1,"mortgage",1,1,1,6895,9
"597",10024063,"41-60",54,"services","married","secondary",0,"yes","yes","september",2018-09-01,138,58.46,1,"mortgage",1,1,1,7632,9
"598",10024064,"18-30",30,"blue-collar","married","secondary",450,"no","no","october",2018-10-01,526,107.82,1,"mortgage",1,1,1,9753,9
"599",10024065,"41-60",48,"technician","married","tertiary",310,"no","yes","november",2018-11-01,135,52.94,1,"mortgage",1,1,1,4853,9
"600",10024066,"31-40",31,"self-employed","married","secondary",0,"yes","no","december",2018-12-01,36,23.035,1,"mortgage",1,1,1,8675,9
"601",10024067,"31-40",38,"blue-collar","married","secondary",384,"yes","no","january",2018-01-01,1906,112.43,1,"mortgage",1,1,1,9764,9
"602",10024068,"31-40",37,"blue-collar","married","secondary",395,"yes","no","february",2018-02-01,219,52.68,1,"mortgage",1,1,1,2457,9
"603",10024069,"31-40",37,"services","single","unknown",-118,"yes","no","march",2018-03-01,147,58.46,1,"mortgage",1,1,1,3678,9
"604",10024070,"41-60",56,"blue-collar","married","primary",5,"yes","yes","april",2018-04-01,407,4.56,1,"mortgage",1,1,1,9765,9
"605",10024071,"41-60",51,"blue-collar","married","secondary",50,"yes","yes","may",2018-05-01,121,34.46,1,"mortgage",1,1,1,7543,9
"606",10024072,"31-40",39,"blue-collar","married","secondary",285,"yes","no","june",2018-06-01,209,18.87,1,"mortgage",0,-1,0,6689,7
"607",10024073,"41-60",49,"technician","married","unknown",15,"no","yes","july",2018-07-01,92,28.57,1,"mortgage",0,-1,0,4376,7
"608",10024074,"41-60",51,"blue-collar","married","primary",653,"yes","yes","august",2018-08-01,208,223.51,1,"mortgage",0,-1,0,6895,7
"609",10024075,"41-60",43,"self-employed","married","secondary",918,"yes","yes","september",2018-09-01,193,136.34,1,"mortgage",0,-1,0,7632,7
"610",10024076,"31-40",32,"services","married","secondary",243,"yes","no","october",2018-10-01,144,90.56,1,"mortgage",0,-1,0,9753,7
"611",10024077,"18-30",29,"technician","single","tertiary",405,"yes","no","november",2018-11-01,65,211.71,1,"mortgage",0,-1,0,2257,7
"612",10024078,"41-60",48,"management","divorced","tertiary",1328,"yes","yes","december",2018-12-01,339,167.99,1,"unsecured ",0,-1,0,6895,7
"613",10024079,"41-60",55,"services","married","primary",255,"yes","yes","january",2018-01-01,285,268.67,1,"unsecured ",0,-1,0,6895,7
"614",10024080,"41-60",53,"blue-collar","married","secondary",3397,"yes","yes","february",2018-02-01,231,388.683437366575,1,"unsecured ",0,-1,0,7632,7
"615",10024081,"41-60",47,"technician","married","unknown",2106,"yes","yes","march",2018-03-01,168,388.683437366575,1,"unsecured ",0,-1,0,6895,7
"616",10024082,"31-40",39,"management","married","tertiary",2877,"yes","yes","april",2018-04-01,278,119.94,1,"unsecured ",0,-1,0,7632,7
"617",10024083,"31-40",31,"blue-collar","single","tertiary",60,"yes","no","may",2018-05-01,389,105.5,1,"unsecured ",0,-1,0,9753,7
